hrv_mean_rr,hrv_std_rr,hrv_rmssd,hrv_pnn50,hrv_min_rr,hrv_max_rr,hrv_range_rr,hrv_mean_hr,hrv_cv,hrv_skew_rr,hrv_kurt_rr,hrv_num_peaks,eda_mean,eda_std,eda_min,eda_max,eda_range,eda_skew,eda_kurt,eda_slope,resp_mean,resp_std,resp_min,resp_max,resp_range,resp_skew,resp_kurt,resp_slope,emg_mean,emg_std,emg_max,emg_rms,emg_skew,emg_kurt,label
595.9714285714286,134.5141491685191,119.63922266237725,30.0,400.0,831.4285714285714,431.42857142857144,100.67596720839924,0.22570570117925923,-0.14459163994868315,-1.4932263032934063,101,5.03745539528983,0.30236951898704123,4.555511474609375,5.9574127197265625,1.4019012451171875,0.7297638592381125,0.05592822591064017,-2.332463835418751e-05,-0.04123887561616443,2.8731520711828202,-8.80584716796875,6.74285888671875,15.5487060546875,-0.37063862213020554,0.05344493828534391,1.083906670873738e-05,0.010999410356794085,0.014906611036719133,0.245819091796875,0.015140525479279087,-0.4574054549986487,6.064726260328472,0
544.4285714285714,144.35911081637948,117.54756991388868,31.818181818181817,400.0,822.8571428571429,422.8571428571429,110.20729467331408,0.26515711774197226,0.6357983963048928,-1.2518539341371995,111,4.587705775669643,0.22896847184794483,4.1278839111328125,5.0945281982421875,0.966644287109375,-0.08280642290989017,-1.163751395413779,-1.877835398238031e-05,0.04753094627743676,2.3359028754239786,-8.16802978515625,6.74285888671875,14.910888671875,-0.2840705988818506,0.7928841346543871,-8.434612933888064e-07,0.007710716247558594,0.010719584652637776,0.245819091796875,0.01105477687305759,-0.8160661474110473,19.52530031812093,0
506.9128329297821,130.91382120751814,94.56105502535074,35.59322033898305,400.0,822.8571428571429,422.8571428571429,118.36354517446442,0.25825706650763053,1.4072169658396543,0.3572191454065492,119,4.186873472304571,0.23064521198245524,3.7715911865234375,4.671478271484375,0.8998870849609375,0.1165153425747599,-1.240235632683332,-1.8968140299143633e-05,0.061072467622302826,1.5956186994016905,-3.14788818359375,3.73077392578125,6.878662109375,0.2786899882910391,-1.2140780759120728,-7.072141491320994e-07,0.006740189688546317,0.008823311039699305,0.06756591796875,0.009234046249225053,-0.6737827792880895,3.686453820368232,0
501.88475390156066,128.31733365387052,144.7582939951539,40.33613445378151,400.0,911.4285714285714,511.42857142857144,119.54935776305403,0.255670913803129,1.7104442899169758,1.478859590600936,120,3.8367648987543017,0.17571664678899931,3.3115386962890625,4.2949676513671875,0.983428955078125,0.1427228760445273,-1.0273977423527507,-1.4417495333512996e-05,0.07862755911690848,1.4912543420498805,-3.24249267578125,3.73077392578125,6.9732666015625,0.2310669840744175,-1.1782005397105677,1.8438663641406318e-06,0.007048078264508929,0.009167453802362259,0.06756591796875,0.009541090696053167,-0.6535142607683139,3.114176895722146,0
558.584779706275,163.7461383915664,188.48365391621633,39.25233644859813,400.0,911.4285714285714,511.42857142857144,107.41431234762658,0.29314464758182335,0.6149231576166247,-1.3937061347246031,108,3.5474849065144856,0.16077529702695179,3.255462646484375,3.919219970703125,0.66375732421875,0.11112415597458826,-1.2820576590247752,-1.2830046386472375e-05,0.033487955729166664,1.885184490084379,-6.646728515625,5.21697998046875,11.86370849609375,-0.11984302149801637,0.2116859735493417,-2.3775220883831738e-06,0.0076774281093052454,0.010211948930819214,0.0846405029296875,0.010527164254761294,-0.5082858291040967,3.547474401155844,0
556.4485981308411,162.73744980660936,178.0708887842761,34.57943925233645,400.0,830.0,430.0,107.82667114544844,0.29245729138910315,0.5230956924137657,-1.5657750850136425,108,3.314104479835147,0.1227638541631173,3.0269622802734375,3.5915374755859375,0.5645751953125,-0.22226482838393818,-0.8146530126151985,-9.49601719346981e-06,0.04712996709914435,1.920568964945932,-6.646728515625,5.21697998046875,11.86370849609375,-0.02617422785269228,0.23045904592239763,4.818015840207593e-06,0.008113524300711496,0.01070755044557432,0.0846405029296875,0.011000113274228163,-0.3667090745869558,3.040493654122839,0
528.6472819216182,157.6307608657086,177.08668464215773,30.973451327433626,400.0,842.8571428571429,442.8571428571429,113.49722594222308,0.2981775680236644,0.9579541176983865,-0.9291400081211365,114,3.0828943888346356,0.16103327207956744,2.783203125,3.4114837646484375,0.6282806396484375,0.13274528929679136,-1.1799972631695586,-1.3203522733419605e-05,0.07363531930106026,1.5377707630807267,-2.9449462890625,4.55474853515625,7.49969482421875,0.35025970201403783,-0.9282052227602064,-2.6536070997812675e-06,0.007930794852120535,0.010309717096653723,0.0712738037109375,0.010612922312450309,-0.3083180967377165,2.4886835523444857,0
526.7003792667508,159.0888676865273,174.591568362966,26.548672566371685,402.85714285714283,842.8571428571429,440.00000000000006,113.91675867697185,0.30204813580731393,1.0244179259156811,-0.834970165063567,114,2.8301904678344725,0.132311384188801,2.5844573974609375,3.134918212890625,0.5504608154296875,0.15073513229635593,-1.1818942676041688,-1.0826342575710242e-05,0.04573077247256324,1.4104170022336222,-2.9449462890625,3.19366455078125,6.13861083984375,0.24233914500442086,-1.3040099306395099,2.4129232784217273e-06,0.007722887311662947,0.010016527737348705,0.0712738037109375,0.01032621702672505,-0.372970521717327,2.4899979171252253,0
532.920918367347,157.61864294314373,156.92479312339165,25.892857142857146,400.0,831.4285714285714,431.42857142857144,112.5870611043297,0.2957636630703542,0.9115367783603788,-1.0404993397144837,113,2.6230162302652995,0.10841171921183836,2.1892547607421875,2.878570556640625,0.6893157958984375,0.10659197504708681,-1.1338332242411275,-8.847406112390004e-06,0.06264528547014508,1.4415558967677902,-3.240966796875,3.20587158203125,6.44683837890625,0.23843510560656536,-1.2180791273674916,1.25488235858647e-06,0.007687545776367187,0.009941758224075897,0.0803375244140625,0.010246550154736208,-0.43379980101785814,2.306053591492578,0
532.2448979591837,148.28818102398984,147.2240532679227,36.607142857142854,400.0,838.5714285714286,438.57142857142856,112.73006134969324,0.27860892907114654,0.9772906249795286,-0.824639351887996,113,2.4512455349876765,0.09233775398356649,2.1213531494140625,2.69775390625,0.5764007568359375,0.12360814313954409,-1.1097023140481732,-7.5010054940080854e-06,0.06211482456752232,1.4953501635579032,-3.240966796875,3.20587158203125,6.44683837890625,0.25774082538415977,-1.254465478079818,2.6842554301015853e-06,0.007829186575753348,0.010140053380996767,0.0803375244140625,0.010431620890692855,-0.42315978272772403,2.231552900954931,0
